Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2015-07-17,0.05,-0.68,-0.65,-0.26,-0.94,0
2015-07-20,-0.01,-0.8,-0.57,0.27,-0.3,0
2015-07-21,-0.47,0.08,0.3,-0.14,-0.06,0
2015-07-22,-0.18,0.26,0.19,-0.43,0.09,0
2015-07-23,-0.6,-0.39,-0.34,-0.06,-0.03,0
2015-07-24,-1.08,-0.67,-0.02,-0.21,-0.02,0
2015-07-27,-0.74,-0.25,0.08,0.02,0.37,0
2015-07-28,1.23,-0.33,-0.11,0.13,0.16,0
2015-07-29,0.74,-0.21,0.52,0.94,0.3,0
2015-07-30,0.12,0.19,-0.26,0.06,-0.14,0
2015-07-31,-0.15,0.72,-0.99,0.23,-0.07,0
2015-08-03,-0.35,-0.33,-0.17,0.08,0.04,0
2015-08-04,-0.14,0.04,-0.19,-0.01,0.18,0
2015-08-05,0.36,-0.08,-0.44,-0.07,-0.07,0
2015-08-06,-0.88,-0.37,1.99,0.31,0.74,0
2015-08-07,-0.36,-0.4,-0.35,0.33,0.19,0
2015-08-10,1.32,0.2,0.69,0.29,0.05,0
2015-08-11,-0.98,-0.06,0.43,0.05,0.07,0
2015-08-12,0.07,-0.19,-0.27,-0.11,-0.16,0
2015-08-13,-0.14,-0.41,0.01,0.1,-0.09,0
2015-08-14,0.43,0.13,0.44,-0.08,0.06,0
2015-08-17,0.6,0.35,-0.87,-0.18,-0.42,0
2015-08-18,-0.35,-0.62,0.34,0.32,0.09,0
2015-08-19,-0.85,-0.2,-0.22,-0.19,-0.04,0
2015-08-20,-2.24,-0.23,0.6,0.54,0.65,0
2015-08-21,-2.95,1.8,0.14,-0.75,0.84,0
2015-08-24,-3.9,0.26,-0.43,0.37,0.13,0
2015-08-25,-1.17,0.57,-0.61,-0.25,-0.65,0
2015-08-26,3.68,-1.42,-0.37,0.15,-0.68,0
2015-08-27,2.4,-0.58,0.62,-0.21,-0.22,0
2015-08-28,0.23,0.98,0.08,-0.16,0.08,0
2015-08-31,-0.74,0.9,1.42,0.1,0.51,0
2015-09-01,-2.91,0.25,-0.51,-0.06,0.07,0
2015-09-02,1.81,-0.31,-0.92,0.2,-0.69,0
2015-09-03,0.17,-0.18,0.72,0.32,0.77,0
2015-09-04,-1.39,0.82,-0.57,-0.1,-0.47,0
2015-09-08,2.52,-0.4,-0.55,-0.12,-0.28,0
2015-09-09,-1.34,0.16,0.11,0.18,0.01,0
2015-09-10,0.49,-0.21,-0.31,-0.28,-0.69,0
2015-09-11,0.44,-0.28,-0.7,-0.11,-0.29,0
2015-09-14,-0.41,0.03,0.01,-0.04,-0.07,0
2015-09-15,1.22,-0.15,0.25,0.05,0.09,0
2015-09-16,0.84,0.06,0.44,0.41,0.22,0
2015-09-17,-0.17,0.75,-1.5,-0.34,-0.54,0
2015-09-18,-1.62,0.27,-0.96,-0.45,-0.53,0
2015-09-21,0.36,-0.84,1.21,0.41,0.21,0
2015-09-22,-1.29,-0.29,0.14,0.24,0.07,0
2015-09-23,-0.27,-0.22,-0.14,-0.23,-0.28,0
2015-09-24,-0.36,0.24,0.56,-0.04,0.03,0
2015-09-25,-0.22,-1.43,1.88,0.57,0.7,0
2015-09-28,-2.63,-0.2,1.17,0.5,0.71,0
2015-09-29,-0.07,-0.6,0.71,0.7,0.65,0
2015-09-30,1.88,-0.48,-0.48,-0.38,-0.34,0
2015-10-01,0.13,-0.51,-0.05,-0.07,-0.21,0
2015-10-02,1.48,0.29,-0.84,-0.07,-0.02,0
2015-10-05,1.93,0.74,0.77,0.23,0.63,0
2015-10-06,-0.43,-0.08,1.72,0.41,0.58,0
2015-10-07,0.94,0.68,-0.24,-0.24,0,0
2015-10-08,0.84,0.34,0.76,0.57,0.75,0
2015-10-09,0.12,0.1,-1.08,0.12,-0.17,0
2015-10-12,0.06,-0.44,-0.07,-0.02,-0.1,0
2015-10-13,-0.74,-0.67,0.69,0.28,0.2,0
2015-10-14,-0.6,-0.25,-0.02,-0.34,0.38,0
2015-10-15,1.56,0.61,-0.15,-1.15,-0.5,0
2015-10-16,0.36,-0.55,-0.35,-0.01,0.01,0
2015-10-19,0,0.09,-0.71,0.11,-0.35,0
2015-10-20,-0.15,0.17,1.21,0.53,0.28,0
2015-10-21,-0.74,-0.9,-0.18,0.36,0.22,0
2015-10-22,1.5,-0.76,0.47,0.04,0.57,0
2015-10-23,1.09,-0.09,-0.6,0.13,-0.84,0
2015-10-26,-0.2,-0.47,-0.72,0.16,-0.19,0
2015-10-27,-0.42,-1.06,-0.88,-0.47,-0.52,0
2015-10-28,1.43,1.5,0.64,-0.69,-0.24,0
2015-10-29,-0.2,-0.89,0.09,0.49,-0.2,0
2015-10-30,-0.41,0.22,-0.54,0.42,0.09,0
2015-11-02,1.25,0.9,-0.02,-0.47,-0.05,0
2015-11-03,0.32,0.48,0.21,0.1,-0.09,0
2015-11-04,-0.26,0.18,-0.33,-0.62,-0.7,0
2015-11-05,-0.08,0.03,0.45,-0.04,0.13,0
2015-11-06,0.14,0.86,0.29,-0.69,-0.16,0
2015-11-09,-0.95,-0.27,-0.05,-0.7,-0.02,0
2015-11-10,0.13,0.01,0.26,-0.1,0.19,0
2015-11-11,-0.43,-0.57,-0.18,-0.17,0.05,0
2015-11-12,-1.45,-0.56,-0.45,0.15,-0.27,0
2015-11-13,-1.06,0.32,0.38,-0.5,0.43,0
2015-11-16,1.39,-0.52,0.46,0.24,-0.13,0
2015-11-17,-0.11,-0.24,-0.66,0,-0.17,0
2015-11-18,1.61,-0.01,-0.08,-0.06,-0.39,0
2015-11-19,-0.13,-0.28,-0.11,0.18,0.14,0
2015-11-20,0.35,0.4,-0.41,0.26,0.02,0
2015-11-23,-0.01,0.61,-0.36,0.06,-0.17,0
2015-11-24,0.21,0.76,0.27,0.26,0.11,0
2015-11-25,0.09,0.84,-0.55,-0.13,-0.11,0
2015-11-27,0.09,0.19,-0.29,-0.21,0.07,0
2015-11-30,-0.47,0.2,0.69,-0.2,0.09,0
2015-12-01,0.97,-0.63,0.25,-0.12,-0.14,0
2015-12-02,-1.01,0.18,-0.7,-0.03,-0.15,0
2015-12-03,-1.5,-0.2,0.44,0.25,0.21,0
2015-12-04,1.86,-1.07,-0.52,0.11,-0.34,0
2015-12-07,-0.84,-0.88,-0.66,0.57,0.18,0
2015-12-08,-0.59,0.26,-1.23,-0.2,-0.78,0
2015-12-09,-0.83,-0.2,0.41,0.53,0.63,0
2015-12-10,0.3,0.1,-0.22,0.18,-0.19,0
2015-12-11,-2.03,-0.21,-0.06,0.08,0.35,0
2015-12-14,0.29,-1.13,-0.19,0.05,-0.34,0
2015-12-15,1.1,0.21,0.76,-0.76,0.13,0
2015-12-16,1.47,0.01,-0.64,-0.11,-0.18,0
2015-12-17,-1.46,0.3,-0.31,-0.28,-0.07,0
2015-12-18,-1.7,0.69,-0.39,-0.39,0.2,0
2015-12-21,0.74,-0.18,-0.05,-0.1,0.05,0
2015-12-22,0.89,0.02,0.51,0.22,0.5,0
2015-12-23,1.3,0.24,0.59,0.1,0.14,0
2015-12-24,-0.11,0.27,-0.03,-0.21,0.08,0
2015-12-28,-0.29,-0.54,-0.38,-0.01,-0.07,0
2015-12-29,1.05,0.03,-0.31,0.02,-0.34,0
2015-12-30,-0.74,-0.17,-0.13,0.01,0.15,0
2015-12-31,-0.92,-0.2,0.24,-0.04,0.1,0
2016-01-04,-1.59,-0.73,0.53,0.46,0.42,0
2016-01-05,0.12,-0.25,0,0.01,0.33,0
2016-01-06,-1.35,-0.23,-0.01,0,0.03,0
2016-01-07,-2.44,-0.29,0.08,0.39,0.42,0
2016-01-08,-1.11,-0.52,-0.03,0.23,0.05,0
2016-01-11,-0.06,-0.63,0.34,0.56,0.44,0
2016-01-12,0.71,-0.46,-0.77,-0.07,-0.3,0
2016-01-13,-2.67,-0.59,0.78,0.23,0.68,0
2016-01-14,1.65,-0.06,-0.41,-0.54,-0.47,0
2016-01-15,-2.14,0.4,-0.21,0.31,0.33,0
2016-01-19,-0.2,-1.38,-0.07,0.28,0.26,0
2016-01-20,-0.94,1.67,-1.24,0.02,-0.55,0
2016-01-21,0.45,-0.45,0.01,0.49,0.61,0
2016-01-22,2.08,0.14,-0.19,-0.38,-0.76,0
2016-01-25,-1.71,-0.52,-0.98,0.19,-0.01,0
2016-01-26,1.52,0.59,1.22,0.65,0.71,0
2016-01-27,-1.11,-0.38,1.72,-0.27,1.06,0
2016-01-28,0.49,-0.57,1.27,-0.36,-0.5,0
2016-01-29,2.57,0.59,0.37,0.18,0.47,0
2016-02-01,-0.04,-0.32,-0.95,0.13,-0.39,0.001
2016-02-02,-2,-0.14,-0.34,0.24,0.4,0.001
2016-02-03,0.46,-0.22,0.44,0.5,0.39,0.001
2016-02-04,0.27,0.38,0.33,0.24,0.13,0.001
2016-02-05,-2.06,-0.73,1.75,1.09,1.43,0.001
2016-02-08,-1.51,0.09,0.89,1.46,0.95,0.001
2016-02-09,-0.1,-0.56,-0.29,-0.02,0.03,0.001
2016-02-10,0.01,-0.21,-0.56,-0.24,-0.81,0.001
2016-02-11,-1.17,0.28,-1.48,0.29,-0.4,0.001
2016-02-12,1.98,-0.27,1.15,-0.37,0.32,0.001
2016-02-16,1.78,0.55,-0.55,0.07,-0.26,0.001
2016-02-17,1.75,-0.14,-0.63,-0.38,-0.49,0.001
2016-02-18,-0.51,-0.02,0.21,0.25,0.52,0.001
2016-02-19,0.06,0.3,-0.62,-0.65,-0.41,0.001
2016-02-22,1.43,-0.17,0.24,0.24,-0.2,0.001
2016-02-23,-1.22,0.37,-0.52,0.73,0.49,0.001
2016-02-24,0.53,0.64,-0.32,0,0.12,0.001
2016-02-25,1.1,-0.45,0.23,-0.1,-0.25,0.001
2016-02-26,-0.01,0.85,0.26,-0.45,0.02,0.001
2016-02-29,-0.69,0.71,0.26,0.12,0.44,0.001
2016-03-01,2.34,-0.63,0.3,-0.49,-0.54,0.001
2016-03-02,0.54,0.6,0.71,-0.64,-0.1,0.001
2016-03-03,0.51,0.57,0.65,0.38,0.37,0.001
2016-03-04,0.37,0.33,0.29,0.08,0.07,0.001
2016-03-07,0.21,1.33,0.54,-0.35,0.43,0.001
2016-03-08,-1.27,-1.27,-0.49,0.56,0.14,0.001
2016-03-09,0.5,0.11,0.38,0.22,0.13,0.001
2016-03-10,-0.11,-0.74,0.63,0.29,0.19,0.001
2016-03-11,1.69,0.3,0.19,-0.34,-0.31,0.001
2016-03-14,-0.12,-0.13,-0.87,0.07,-0.24,0.001
2016-03-15,-0.36,-1.43,0.67,0.39,0.07,0.001
2016-03-16,0.63,0.12,-0.04,0.7,-0.03,0.001
2016-03-17,0.72,0.97,0.58,0.19,0.69,0.001
2016-03-18,0.54,0.41,-0.19,-0.2,0.19,0.001
2016-03-21,0.1,-0.28,-0.31,-0.11,-0.35,0.001
2016-03-22,-0.05,-0.08,-0.44,-0.31,-0.26,0.001
2016-03-23,-0.86,-1.21,-0.09,0.52,0.01,0.001
2016-03-24,0,0.42,-0.06,-0.01,-0.03,0.001
2016-03-28,0.04,-0.04,0.14,-0.05,0.24,0.001
2016-03-29,1.07,1.65,-1.18,0.2,-0.58,0.001
2016-03-30,0.41,-0.27,0.15,-0.06,0.02,0.001
2016-03-31,-0.11,0.41,-0.48,-0.08,-0.12,0.001
2016-04-01,0.64,-0.34,-0.62,-0.42,-0.14,0
2016-04-04,-0.41,-0.34,-0.74,-0.25,-0.23,0
2016-04-05,-0.94,-0.18,-0.36,0.09,0.18,0
2016-04-06,1.14,0.06,-0.82,-0.49,-0.63,0
2016-04-07,-1.23,-0.09,-0.35,-0.02,0.21,0
2016-04-08,0.29,0.13,0.68,0.42,0.28,0
2016-04-11,-0.28,0.01,0.95,0.01,0.29,0
2016-04-12,0.99,0.01,0.85,0.1,-0.16,0
2016-04-13,1.23,0.96,0.36,-0.45,-0.34,0
2016-04-14,0.03,-0.26,0.18,-0.36,-0.12,0
2016-04-15,-0.04,0.29,-0.33,0.16,0.16,0
2016-04-18,0.65,0.14,-0.19,-0.16,-0.04,0
2016-04-19,0.29,-0.18,1.48,-0.27,0.37,0
2016-04-20,0.15,0,0.54,-0.34,-0.12,0
2016-04-21,-0.47,-0.01,-0.59,-0.6,-0.34,0
2016-04-22,0.12,1.03,0.49,-0.05,0.96,0
2016-04-25,-0.24,-0.66,-0.18,-0.01,-0.16,0
2016-04-26,0.29,0.82,0.78,0.35,0.61,0
2016-04-27,0.21,0.25,0.68,-0.1,0.79,0
2016-04-28,-0.96,-0.21,0.05,-0.48,0.55,0
2016-04-29,-0.5,-0.2,0.38,-0.09,-0.25,0
2016-05-02,0.78,-0.04,-0.36,-0.06,-0.1,0.001
2016-05-03,-1.05,-0.74,-0.5,0.52,0.02,0.001
2016-05-04,-0.66,-0.17,0.06,0.4,0.29,0.001
2016-05-05,-0.08,-0.52,0.09,0.18,0.01,0.001
2016-05-06,0.38,0.07,0.24,0.14,0.24,0.001
2016-05-09,0.05,0.18,-1.48,0,-0.51,0.001
2016-05-10,1.26,-0.36,0.47,-0.07,0.05,0.001
2016-05-11,-0.89,-0.34,0.78,-0.47,0,0.001
2016-05-12,-0.11,-0.59,0.14,0.34,0.11,0.001
2016-05-13,-0.82,0.28,-0.66,-0.56,-0.18,0.001
2016-05-16,0.99,0.21,-0.24,-0.01,-0.31,0.001
2016-05-17,-0.95,-0.68,0.61,-0.03,-0.09,0.001
2016-05-18,0.1,0.15,0.84,-1.34,-0.65,0.001
2016-05-19,-0.33,-0.32,-0.29,0.33,-0.01,0.001
2016-05-20,0.75,0.84,-0.29,-0.38,-0.37,0.001
2016-05-23,-0.18,0.24,-0.32,-0.17,0.09,0.001
2016-05-24,1.43,0.61,-0.34,-0.1,-0.39,0.001
2016-05-25,0.72,-0.13,0.58,0.24,-0.1,0.001
2016-05-26,-0.04,-0.16,-0.51,0.14,-0.22,0.001
2016-05-27,0.49,0.35,-0.22,-0.09,-0.09,0.001
2016-05-31,-0.01,0.45,-0.36,-0.24,-0.33,0.001
2016-06-01,0.2,0.64,-0.25,-0.25,0.08,0.001
2016-06-02,0.35,0.25,-0.59,-0.23,-0.06,0.001
2016-06-03,-0.38,-0.18,-0.09,0.49,0.17,0.001
2016-06-06,0.6,0.72,0.32,-0.1,-0.11,0.001
2016-06-07,0.12,0.23,0.11,0.34,0.23,0.001
2016-06-08,0.37,0.43,-0.12,0.05,-0.11,0.001
2016-06-09,-0.27,-0.43,-0.22,0.29,0.13,0.001
2016-06-10,-1.05,-0.4,-0.18,0.07,0.59,0.001
2016-06-13,-0.83,-0.37,0.1,-0.28,-0.04,0.001
2016-06-14,-0.19,0.14,-0.71,0.24,0.03,0.001
2016-06-15,-0.11,0.27,-0.05,0,0.05,0.001
2016-06-16,0.24,-0.31,-0.4,0.28,0.35,0.001
2016-06-17,-0.3,0.08,0.94,0.48,0.62,0.001
2016-06-20,0.71,0.6,-0.01,-0.15,0.12,0.001
2016-06-21,0.21,-0.61,0.5,-0.18,-0.01,0.001
2016-06-22,-0.2,-0.3,0.08,0.06,0,0.001
2016-06-23,1.45,0.56,0.43,-0.51,-0.2,0.001
2016-06-24,-3.7,0,-1.14,0.84,0.08,0.001
2016-06-27,-2.07,-1.07,-0.67,0.36,0.42,0.001
2016-06-28,1.76,-0.37,0.15,-0.6,-0.58,0.001
2016-06-29,1.8,0.32,-0.06,-0.04,-0.23,0.001
2016-06-30,1.42,0.38,0.45,-0.11,0.37,0.001
2016-07-01,0.24,0.47,-0.41,-0.03,0.24,0.001
2016-07-05,-0.85,-0.83,-1.37,0.57,-0.68,0.001
2016-07-06,0.62,0.17,-0.13,-0.12,-0.16,0.001
2016-07-07,0.02,0.35,-0.2,0.25,-0.31,0.001
2016-07-08,1.6,0.95,0.35,0.08,0.27,0.001
2016-07-11,0.43,0.69,0.26,0.26,-0.08,0.001
2016-07-12,0.75,0.75,1,-0.52,0.64,0.001
2016-07-13,-0.05,-0.47,0.51,0.47,0,0.001
2016-07-14,0.51,-0.41,0.45,0,0,0.001
2016-07-15,-0.05,0.29,0.01,-0.28,0.01,0.001
2016-07-18,0.25,0.02,-0.12,0.12,-0.24,0.001
2016-07-19,-0.22,-0.64,0.04,0.31,-0.24,0.001
2016-07-20,0.48,0.4,-0.87,0,-0.36,0.001
2016-07-21,-0.38,-0.07,-0.02,0.07,0.02,0.001
2016-07-22,0.48,0.28,-0.08,0.42,-0.25,0.001
2016-07-25,-0.27,-0.01,-0.24,0.51,-0.39,0.001
2016-07-26,0.13,0.62,0.54,-0.42,0.74,0.001
2016-07-27,-0.14,0.52,-0.44,-0.12,-0.56,0.001
2016-07-28,0.18,-0.45,-0.35,-0.07,-0.15,0.001
2016-07-29,0.17,-0.03,0.03,0.06,0.31,0.001
2016-08-01,-0.16,0.06,-0.87,0.65,-0.73,0.001
2016-08-02,-0.7,-0.63,0.17,-0.51,0.16,0.001
2016-08-03,0.45,0.58,0.83,-0.65,0.15,0.001
2016-08-04,0.05,0.07,-0.33,0.11,0.08,0.001
2016-08-05,0.93,0.57,0.87,-0.51,-0.36,0.001
2016-08-08,-0.06,0.11,0.57,0.02,0.44,0.001
2016-08-09,0.05,-0.05,-0.31,-0.19,-0.23,0.001
2016-08-10,-0.29,-0.45,-0.13,0.67,0,0.001
2016-08-11,0.54,0.15,0.04,-0.25,0.16,0.001
2016-08-12,-0.06,0.13,-0.18,-0.13,-0.27,0.001
2016-08-15,0.39,0.8,0.4,-0.26,0.36,0.001
2016-08-16,-0.57,-0.2,0.6,-0.13,0.31,0.001
2016-08-17,0.12,-0.5,0.25,0.01,0.06,0.001
2016-08-18,0.32,0.47,0.37,-0.43,0.35,0.001
2016-08-19,-0.11,0.1,-0.12,0.25,-0.14,0.001
2016-08-22,-0.02,0.22,-0.41,-0.03,-0.36,0.001
2016-08-23,0.27,0.56,-0.01,0.06,0.07,0.001
2016-08-24,-0.56,-0.43,0.4,0.39,-0.07,0.001
2016-08-25,-0.08,0.22,0.49,-0.2,0.29,0.001
2016-08-26,-0.15,0.13,-0.13,-0.34,-0.2,0.001
2016-08-29,0.53,0,0.35,-0.15,0.21,0.001
2016-08-30,-0.14,0.21,0.31,-0.08,-0.3,0.001
2016-08-31,-0.24,-0.35,0.14,0.23,-0.34,0.001
2016-09-01,0.03,0.05,-0.49,0.12,-0.13,0.001
2016-09-02,0.53,0.42,0.36,-0.13,0.19,0.001
2016-09-06,0.26,0,-0.53,-0.59,-0.03,0.001
2016-09-07,0.09,0.61,0.03,-0.01,-0.25,0.001
2016-09-08,-0.18,0.04,0.58,-0.82,0.41,0.001
2016-09-09,-2.47,-0.55,0.3,0.03,-0.43,0.001
2016-09-12,1.44,-0.04,-0.47,-0.07,-0.2,0.001
2016-09-13,-1.48,-0.32,-0.47,0.57,-0.76,0.001
2016-09-14,-0.08,0.05,-0.82,0.09,-0.51,0.001
2016-09-15,1.07,0.31,-0.32,0.09,-0.21,0.001
2016-09-16,-0.36,0.28,-0.46,0.26,-0.19,0.001
2016-09-19,0.05,0.5,0.16,-0.05,0.34,0.001
2016-09-20,-0.02,-0.33,-0.52,-0.46,-0.11,0.001
2016-09-21,1.12,0.2,0.33,-0.33,0.52,0.001
2016-09-22,0.7,0.81,-0.06,0.12,0.13,0.001
2016-09-23,-0.6,-0.08,-0.2,0.41,-0.46,0.001
2016-09-26,-0.88,-0.3,-0.35,-0.21,0.2,0.001
2016-09-27,0.64,-0.13,-0.52,-0.03,-0.41,0.001
2016-09-28,0.56,0.23,1.1,-1.01,1.14,0.001
2016-09-29,-0.98,-0.39,0.55,0.24,0.67,0.001
2016-09-30,0.88,0.42,0.35,-0.12,0.1,0.001
2016-10-03,-0.26,0,-0.21,0,0.1,0.001
2016-10-04,-0.46,0.02,0.17,0.22,-0.26,0.001
2016-10-05,0.58,0.42,0.79,-0.4,0.44,0.001
2016-10-06,-0.06,-0.23,0.37,0.39,0.24,0.001
2016-10-07,-0.38,-0.53,0.16,-0.27,-0.38,0.001
2016-10-10,0.52,0.56,0.01,-0.58,-0.22,0.001
2016-10-11,-1.3,-0.57,0.49,0.31,0.09,0.001
2016-10-12,0.06,-0.21,0.37,0.63,0.15,0.001
2016-10-13,-0.42,-0.74,-0.63,0.32,-0.13,0.001
2016-10-14,0.01,-0.33,0.57,0.06,0.09,0.001
2016-10-17,-0.29,-0.03,0.14,0.06,0.14,0.001
2016-10-18,0.6,-0.14,0.03,-0.13,-0.29,0.001
2016-10-19,0.25,0.12,0.91,-0.1,0.47,0.001
2016-10-20,-0.16,-0.04,-0.11,-0.46,-0.04,0.001
2016-10-21,0.02,-0.17,-0.32,0.32,-0.18,0.001
2016-10-24,0.54,0.07,-0.16,0.52,-0.49,0.001
2016-10-25,-0.46,-0.6,0.22,0,-0.01,0.001
2016-10-26,-0.23,-0.73,0.74,0.08,0.54,0.001
2016-10-27,-0.33,-0.95,0.6,-0.15,-0.04,0.001
2016-10-28,-0.29,-0.1,0.1,0.01,0.33,0.001
2016-10-31,0.02,0.08,0.14,0.51,-0.32,0.001
2016-11-01,-0.68,-0.36,0.17,-0.57,-0.06,0.001
2016-11-02,-0.73,-0.59,0.36,0.81,0.15,0.001
2016-11-03,-0.4,-0.38,1.02,0.11,0.79,0.001
2016-11-04,-0.12,0.84,-0.43,-0.11,-0.07,0.001
2016-11-07,2.23,0.18,-0.15,-0.28,-0.18,0.001
2016-11-08,0.4,-0.11,-0.19,0,0.29,0.001
2016-11-09,1.46,2.06,0.99,-0.85,0.74,0.001
2016-11-10,0.32,1.43,1.8,-0.31,0.37,0.001
2016-11-11,0.18,2.51,-0.04,0.09,-0.35,0.001
2016-11-14,0.21,0.87,1.42,-0.13,0.35,0.001
2016-11-15,0.8,-0.54,0.15,-0.51,0.18,0.001
2016-11-16,-0.12,0.23,-0.56,0.82,-0.17,0.001
2016-11-17,0.56,0.16,-0.13,0.25,-0.47,0.001
2016-11-18,-0.16,0.57,0.39,-0.19,0.1,0.001
2016-11-21,0.77,-0.26,0.09,-0.04,0.31,0.001
2016-11-22,0.31,0.63,0.59,0.76,0.31,0.001
2016-11-23,0.16,0.58,0.18,-0.27,0.18,0.001
2016-11-25,0.4,-0.07,-0.25,0.22,-0.15,0.001
2016-11-28,-0.64,-0.79,0.06,0.58,-0.34,0.001
2016-11-29,0.11,-0.4,-0.07,0.42,-0.49,0.001
2016-11-30,-0.25,-0.17,2.24,-1.44,1.97,0.001
2016-12-01,-0.36,-0.4,2.04,0.28,0.62,0.001
2016-12-02,0,0,-0.32,-0.03,0.08,0.001
2016-12-05,0.75,1.13,0.28,-0.25,-0.18,0.001
2016-12-06,0.48,0.64,0.23,-0.13,-0.1,0.001
2016-12-07,1.26,-0.5,0.53,0.81,-0.01,0.001
2016-12-08,0.36,1.24,0.59,-0.27,-0.1,0.001
2016-12-09,0.46,-0.36,0.13,-0.12,-0.05,0.001
2016-12-12,-0.3,-0.97,-0.1,-0.06,0.07,0.001
2016-12-13,0.6,-0.57,-0.28,0.02,-0.17,0.001
2016-12-14,-0.82,-0.38,-0.28,0.44,-0.52,0.001
2016-12-15,0.46,0.45,0.28,0.04,0.05,0.001
2016-12-16,-0.22,-0.03,-0.42,-0.17,0,0.001
2016-12-19,0.22,0.32,0.09,0.27,0.04,0.001
2016-12-20,0.44,0.5,0.68,0.09,0.07,0.001
2016-12-21,-0.24,-0.35,0.23,0.14,0.06,0.001
2016-12-22,-0.3,-0.77,0.24,-0.23,0.06,0.001
2016-12-23,0.19,0.53,-0.51,-0.28,-0.14,0.001
2016-12-27,0.27,0.23,0.13,0.19,0.03,0.001
2016-12-28,-0.87,-0.31,0.09,0.12,-0.16,0.001
2016-12-29,-0.04,0.09,-0.31,0.26,0.05,0.001
2016-12-30,-0.52,-0.05,0.2,-0.14,0.06,0.001
