Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2017-01-03,0.83,-0.09,0.08,-0.17,0.27,0.002
2017-01-04,0.79,0.97,-0.15,-0.32,-0.03,0.002
2017-01-05,-0.21,-0.99,-0.8,-0.08,-0.09,0.002
2017-01-06,0.29,-0.7,-0.31,-0.23,-0.29,0.002
2017-01-09,-0.37,-0.31,-1.04,0.24,-0.52,0.002
2017-01-10,0.16,1.02,0.56,-0.1,0.06,0.002
2017-01-11,0.31,-0.23,0.53,0.14,0.28,0.002
2017-01-12,-0.3,-0.65,-0.88,0.05,-0.29,0.002
2017-01-13,0.29,0.62,-0.08,-0.22,-0.15,0.002
2017-01-17,-0.49,-0.97,-0.59,0.53,0.42,0.002
2017-01-18,0.24,0.21,0.24,-0.07,-0.1,0.002
2017-01-19,-0.38,-0.53,-0.04,-0.01,-0.03,0.002
2017-01-20,0.33,0.08,0.19,0.07,-0.01,0.002
2017-01-23,-0.29,-0.05,-0.31,0.45,-0.37,0.002
2017-01-24,0.83,0.79,0.81,-0.15,0.5,0.002
2017-01-25,0.84,0.2,0.36,-0.26,-0.14,0.002
2017-01-26,-0.1,-0.58,0.38,-0.12,-0.17,0.002
2017-01-27,-0.12,-0.04,-0.66,0.11,0.07,0.002
2017-01-30,-0.68,-0.74,-0.42,0.58,-0.15,0.002
2017-01-31,0,0.82,-0.55,-0.41,-0.21,0.002
2017-02-01,0.04,-0.05,0.03,0.25,-0.25,0.002
2017-02-02,-0.02,-0.32,-0.31,-0.24,0.2,0.002
2017-02-03,0.82,0.66,0.64,-0.46,0.35,0.002
2017-02-06,-0.27,-0.61,-0.2,0.08,-0.21,0.002
2017-02-07,-0.01,-0.38,-0.52,0.43,-0.23,0.002
2017-02-08,0.06,-0.28,-0.53,0.34,-0.11,0.002
2017-02-09,0.72,0.73,0.02,-0.27,0.03,0.002
2017-02-10,0.38,0.39,0.12,-0.02,0.16,0.002
2017-02-13,0.49,-0.28,0.32,-0.04,0.05,0.002
2017-02-14,0.45,-0.16,0.33,-0.44,-0.07,0.002
2017-02-15,0.54,0.15,-0.44,0.29,-0.08,0.002
2017-02-16,-0.16,-0.21,-0.03,0.25,-0.22,0.002
2017-02-17,0.2,-0.06,-0.57,0.06,-0.38,0.002
2017-02-21,0.6,0.04,0.13,0.34,0.35,0.002
2017-02-22,-0.15,-0.39,0.11,0.44,-0.34,0.002
2017-02-23,-0.11,-0.73,0.26,-0.28,-0.45,0.002
2017-02-24,0.15,-0.1,-0.92,0.31,-0.21,0.002
2017-02-27,0.22,0.85,-0.34,-0.35,-0.11,0.002
2017-02-28,-0.42,-1.35,0.2,-0.02,-0.14,0.002
2017-03-01,1.47,0.53,0.72,-0.51,0.55,0.001
2017-03-02,-0.7,-0.56,-0.88,0.53,-0.47,0.001
2017-03-03,0.09,-0.16,0.13,0.02,-0.08,0.001
2017-03-06,-0.38,-0.41,-0.1,-0.01,0,0.001
2017-03-07,-0.36,-0.35,-0.05,0.08,-0.25,0.001
2017-03-08,-0.19,-0.17,-0.82,0.5,-0.73,0.001
2017-03-09,0.04,-0.51,-0.27,-0.54,-0.16,0.001
2017-03-10,0.34,0.07,-0.38,0.27,0.02,0.001
2017-03-13,0.13,0.33,-0.03,-0.08,0.06,0.001
2017-03-14,-0.36,-0.23,0.02,0.46,-0.25,0.001
2017-03-15,0.86,0.72,-0.41,-0.09,0.55,0.001
2017-03-16,-0.06,0.44,0.24,-0.11,-0.38,0.001
2017-03-17,-0.08,0.55,-0.26,0.13,-0.02,0.001
2017-03-20,-0.25,-0.16,-0.75,-0.12,-0.03,0.001
2017-03-21,-1.48,-1.41,-0.69,0.78,0.29,0.001
2017-03-22,0.16,-0.33,-0.54,0.16,-0.13,0.001
2017-03-23,-0.03,0.74,0.46,-0.06,0.19,0.001
2017-03-24,-0.05,0.11,-0.23,-0.24,-0.32,0.001
2017-03-27,-0.05,0.47,-0.52,-0.18,-0.28,0.001
2017-03-28,0.72,-0.06,0.71,0.02,0.38,0.001
2017-03-29,0.18,0.34,-0.06,-0.19,0.13,0.001
2017-03-30,0.36,0.4,0.92,-0.16,-0.15,0.001
2017-03-31,-0.16,0.55,-0.3,0.16,0.08,0.001
2017-04-03,-0.28,-1.15,-0.11,-0.17,-0.07,0.003
2017-04-04,0.05,-0.24,0.31,-0.1,0.18,0.003
2017-04-05,-0.44,-0.83,-0.31,0.38,-0.09,0.003
2017-04-06,0.32,0.75,0.5,-0.12,0.37,0.003
2017-04-07,-0.08,0.09,-0.26,0.01,-0.04,0.003
2017-04-10,0.08,0.15,0.1,0.2,0.48,0.003
2017-04-11,-0.05,0.8,0.25,0.18,0.19,0.003
2017-04-12,-0.49,-0.95,-0.54,-0.06,-0.54,0.003
2017-04-13,-0.75,-0.33,-0.79,0.04,-0.35,0.003
2017-04-17,0.89,0.29,0.22,0.1,-0.15,0.003
2017-04-18,-0.25,0.31,-0.16,0.33,0.1,0.003
2017-04-19,-0.08,0.56,-0.39,0.38,-0.85,0.003
2017-04-20,0.83,0.58,0.27,0.24,-0.19,0.003
2017-04-21,-0.28,0.06,-0.14,0.4,-0.2,0.003
2017-04-24,1.18,0.27,0.51,-0.02,0.15,0.003
2017-04-25,0.66,0.39,-0.05,-0.3,0.3,0.003
2017-04-26,0.04,0.74,0.31,0.2,0.01,0.003
2017-04-27,0.05,-0.2,-0.96,0.31,-0.59,0.003
2017-04-28,-0.3,-0.74,-0.6,0.07,-0.21,0.003
2017-05-01,0.21,0.26,-0.13,-0.1,-0.51,0.003
2017-05-02,0.03,-0.46,-0.21,0.41,-0.33,0.003
2017-05-03,-0.19,-0.52,0.2,-0.05,0.13,0.003
2017-05-04,0.02,-0.12,-0.36,0.4,-0.7,0.003
2017-05-05,0.46,0.09,0.05,-0.22,0.66,0.003
2017-05-08,-0.04,-0.24,0.28,0.09,0.05,0.003
2017-05-09,-0.05,0.4,-0.78,0.37,-0.37,0.003
2017-05-10,0.21,0.25,0.02,-0.25,0.36,0.003
2017-05-11,-0.26,-0.41,-0.15,-0.32,-0.01,0.003
2017-05-12,-0.18,-0.37,-0.61,-0.23,-0.33,0.003
2017-05-15,0.53,0.26,0.2,-0.3,0.05,0.003
2017-05-16,-0.03,0.11,-0.09,-0.22,-0.14,0.003
2017-05-17,-1.97,-0.99,-0.54,0.5,0.3,0.003
2017-05-18,0.4,0.01,-0.39,-0.29,-0.61,0.003
2017-05-19,0.7,-0.34,0.4,-0.03,0.79,0.003
2017-05-22,0.56,0.24,-0.3,-0.05,-0.32,0.003
2017-05-23,0.18,0,0.61,-0.26,0.07,0.003
2017-05-24,0.24,-0.21,-0.49,0.21,-0.31,0.003
2017-05-25,0.42,-0.35,-0.77,0.63,-0.64,0.003
2017-05-26,0.06,-0.02,0.09,0.18,0.15,0.003
2017-05-30,-0.19,-0.54,-0.32,0.61,-0.03,0.003
2017-05-31,-0.02,-0.05,-0.56,0.26,-0.09,0.003
2017-06-01,0.95,1,0.03,-0.16,0.04,0.003
2017-06-02,0.35,0.43,-0.77,0.27,-0.48,0.003
2017-06-05,-0.17,-0.46,0,-0.19,0.01,0.003
2017-06-06,-0.28,0.11,-0.06,-0.51,0.36,0.003
2017-06-07,0.15,-0.14,0.01,0.53,-0.69,0.003
2017-06-08,0.18,1.21,0.92,-0.7,-0.03,0.003
2017-06-09,-0.12,0.26,2.37,-0.32,1.13,0.003
2017-06-12,-0.11,-0.19,0.36,-0.02,0.61,0.003
2017-06-13,0.55,0.06,-0.14,-0.24,-0.08,0.003
2017-06-14,-0.17,-0.55,-0.55,0.11,-0.52,0.003
2017-06-15,-0.3,-0.3,-0.12,0.02,-0.07,0.003
2017-06-16,-0.03,-0.26,-0.18,-0.49,0.14,0.003
2017-06-19,0.86,0.11,-0.74,-0.02,-0.09,0.003
2017-06-20,-0.73,-0.44,-0.51,-0.23,-0.25,0.003
2017-06-21,-0.07,-0.21,-1.68,-0.1,-1.15,0.003
2017-06-22,0.02,0.47,-0.42,-0.1,-0.04,0.003
2017-06-23,0.24,0.75,-0.5,-0.33,0.04,0.003
2017-06-26,0.04,0.07,0.68,0.26,0.18,0.003
2017-06-27,-0.84,-0.22,1.32,0.29,0.33,0.003
2017-06-28,1.02,0.8,0.22,-0.16,-0.08,0.003
2017-06-29,-0.83,0.07,1.38,-0.26,0.36,0.003
2017-06-30,0.14,-0.1,-0.25,0.21,0.29,0.003
2017-07-03,0.24,0.43,1.2,-0.63,0.65,0.004
2017-07-05,0.12,-0.69,-0.55,0.19,-0.68,0.004
2017-07-06,-0.95,-0.44,0.12,0.21,-0.01,0.004
2017-07-07,0.7,0.41,-0.41,0.24,-0.51,0.004
2017-07-10,0.05,-0.44,-0.09,-0.09,-0.1,0.004
2017-07-11,0,0.3,-0.53,-0.35,0.15,0.004
2017-07-12,0.72,0.06,-0.53,0.16,-0.23,0.004
2017-07-13,0.17,-0.01,0.37,0,0.21,0.004
2017-07-14,0.42,-0.22,-0.5,0.22,0.04,0.004
2017-07-17,0,0.22,0.13,0.16,0.07,0.004
2017-07-18,0.04,-0.35,-0.33,0.08,-0.42,0.004
2017-07-19,0.59,0.47,0.04,-0.27,0.13,0.004
2017-07-20,-0.01,0.04,-0.01,0.09,-0.23,0.004
2017-07-21,-0.08,-0.42,-0.28,0.12,-0.29,0.004
2017-07-24,-0.03,0.12,-0.2,-0.23,-0.39,0.004
2017-07-25,0.38,0.43,0.92,-0.24,0.7,0.004
2017-07-26,-0.06,-0.46,-0.7,-0.19,0.04,0.004
2017-07-27,-0.14,-0.66,0.43,0.19,0.41,0.004
2017-07-28,-0.17,-0.07,0.23,-0.18,0.18,0.004
2017-07-31,-0.11,-0.25,0.44,-0.06,0.14,0.004
2017-08-01,0.24,-0.18,0.18,0.22,-0.47,0.004
2017-08-02,-0.08,-1.15,0.16,0.05,-0.34,0.004
2017-08-03,-0.21,-0.34,-0.29,0.3,-0.28,0.004
2017-08-04,0.25,0.34,0.36,-0.07,0.02,0.004
2017-08-07,0.16,-0.11,-0.59,0.25,-0.37,0.004
2017-08-08,-0.24,-0.11,0.21,-0.34,-0.15,0.004
2017-08-09,-0.14,-0.81,-0.12,0.11,0.04,0.004
2017-08-10,-1.49,-0.32,0.24,0.25,0.12,0.004
2017-08-11,0.2,0.18,-0.86,0.42,-0.11,0.004
2017-08-14,1.03,0.29,0.05,0.01,-0.43,0.004
2017-08-15,-0.11,-0.86,-0.03,-0.17,-0.26,0.004
2017-08-16,0.18,-0.14,-0.45,0.36,-0.13,0.004
2017-08-17,-1.59,-0.18,-0.16,-0.06,0.12,0.004
2017-08-18,-0.15,0.14,0.21,-0.26,-0.01,0.004
2017-08-21,0.06,-0.28,-0.22,0.21,-0.09,0.004
2017-08-22,1.07,-0.02,-0.25,-0.2,0.12,0.004
2017-08-23,-0.32,0.13,0.41,-0.49,0.1,0.004
2017-08-24,-0.14,0.58,0.18,-0.45,0.09,0.004
2017-08-25,0.18,0.16,0.57,0.1,0.24,0.004
2017-08-28,0.08,0.32,-0.74,0.23,-0.19,0.004
2017-08-29,0.1,0.09,-0.39,0.06,0.09,0.004
2017-08-30,0.53,0.02,-0.31,0.17,-0.45,0.004
2017-08-31,0.62,0.4,-0.42,-0.26,-0.09,0.004
2017-09-01,0.27,0.43,0.45,-0.08,0.36,0.005
2017-09-05,-0.81,-0.02,-0.96,-0.04,0.53,0.005
2017-09-06,0.28,-0.01,0.13,-0.3,0.09,0.005
2017-09-07,-0.07,0.01,-0.94,0.03,0.07,0.005
2017-09-08,-0.16,0.13,0.36,0.22,-0.14,0.005
2017-09-11,1.08,-0.09,0.63,-0.41,-0.11,0.005
2017-09-12,0.43,0.34,0.71,0.07,0.18,0.005
2017-09-13,0.11,0.3,0.36,-0.39,0.09,0.005
2017-09-14,-0.12,-0.05,-0.06,-0.35,0.23,0.005
2017-09-15,0.19,0.24,0.12,0.23,0.01,0.005
2017-09-18,0.24,0.41,0.21,-0.47,0.2,0.005
2017-09-19,0.15,-0.21,0.35,0.03,0.07,0.005
2017-09-20,0.16,0.27,0.5,-0.2,0.29,0.005
2017-09-21,-0.28,0.17,0.37,0.01,-0.08,0.005
2017-09-22,0.12,0.44,0.13,0.38,0.28,0.005
2017-09-25,-0.25,0.33,0.63,-0.36,0.65,0.005
2017-09-26,0.05,0.45,0.13,0.57,-0.12,0.005
2017-09-27,0.63,1.42,0.18,-0.26,-0.52,0.005
2017-09-28,0.13,0.16,-0.07,-0.11,-0.19,0.005
2017-09-29,0.35,-0.11,-0.28,-0.03,-0.35,0.005
2017-10-02,0.5,0.87,0.16,-0.25,0.26,0.004
2017-10-03,0.26,-0.02,-0.02,0.03,-0.11,0.004
2017-10-04,0.05,-0.34,-0.44,-0.05,0,0.004
2017-10-05,0.55,-0.31,0.35,-0.24,-0.17,0.004
2017-10-06,-0.08,-0.09,-0.25,0.19,-0.36,0.004
2017-10-09,-0.22,-0.3,-0.04,0.11,-0.17,0.004
2017-10-10,0.24,0,0.42,0.04,0.08,0.004
2017-10-11,0.16,-0.26,-0.21,-0.09,-0.06,0.004
2017-10-12,-0.18,-0.1,-0.51,0.21,0.11,0.004
2017-10-13,0.04,-0.28,0.1,0.23,0.01,0.004
2017-10-16,0.17,-0.26,0.36,0.03,-0.08,0.004
2017-10-17,0.01,-0.37,-0.32,0.36,-0.22,0.004
2017-10-18,0.14,0.36,0.21,0.32,-0.14,0.004
2017-10-19,0.02,-0.34,0.17,0.13,0.04,0.004
2017-10-20,0.57,0.01,0.28,0.08,0.04,0.004
2017-10-23,-0.45,-0.38,0.12,0.25,-0.26,0.004
2017-10-24,0.2,-0.09,0.47,0.05,-0.14,0.004
2017-10-25,-0.51,0.01,0.11,0.25,-0.43,0.004
2017-10-26,0.2,0.05,0.22,0.1,-0.17,0.004
2017-10-27,0.82,-0.06,-1,0.13,-1.32,0.004
2017-10-30,-0.46,-0.75,-0.05,-0.55,-0.41,0.004
2017-10-31,0.23,0.76,-0.22,-0.17,0.22,0.004
2017-11-01,0.05,-0.8,0.14,-0.06,-0.08,0.004
2017-11-02,0.06,0,0.5,-0.25,0.34,0.004
2017-11-03,0.31,-0.52,-0.66,-0.16,-0.15,0.004
2017-11-06,0.06,0.16,0.19,-0.57,0.04,0.004
2017-11-07,-0.2,-1.42,-0.39,0.43,-0.03,0.004
2017-11-08,0.12,-0.02,-0.62,0.62,-0.01,0.004
2017-11-09,-0.41,0,0.22,-0.04,0.08,0.004
2017-11-10,0.01,0.05,-0.38,0.16,0.15,0.004
2017-11-13,0.09,-0.29,0.02,0.08,-0.74,0.004
2017-11-14,-0.22,-0.07,0,0.96,-0.41,0.004
2017-11-15,-0.52,0.04,0.24,-0.09,0.15,0.004
2017-11-16,1.01,0.79,-0.52,0.57,0.34,0.004
2017-11-17,-0.14,0.73,0.29,-0.18,0.35,0.004
2017-11-20,0.21,0.63,0.01,0.26,0,0.004
2017-11-21,0.67,0.35,-0.36,0.03,-0.62,0.004
2017-11-22,-0.05,0.08,-0.04,-0.25,0.16,0.004
2017-11-24,0.21,0.01,-0.44,0.05,-0.08,0.004
2017-11-27,-0.06,-0.31,0.03,0.6,-0.1,0.004
2017-11-28,1.06,0.56,0.84,0.33,0.02,0.004
2017-11-29,0.02,0.29,1.45,0.69,0.59,0.004
2017-11-30,0.82,-0.61,-0.5,-0.25,0.03,0.004
2017-12-01,-0.22,-0.33,0.36,-0.42,0.32,0.004
2017-12-04,-0.1,-0.15,1.22,0.93,0.56,0.004
2017-12-05,-0.43,-0.46,-0.24,0.24,-0.11,0.004
2017-12-06,-0.09,-0.5,-0.51,0.43,-0.51,0.004
2017-12-07,0.42,0.28,-0.17,-0.17,0.07,0.004
2017-12-08,0.51,-0.43,-0.14,-0.05,0.06,0.004
2017-12-11,0.26,-0.42,-0.15,-0.07,0.08,0.004
2017-12-12,0.07,-0.45,0.52,0,0.09,0.004
2017-12-13,0.02,0.63,-0.88,0.29,-0.06,0.004
2017-12-14,-0.47,-0.75,-0.22,-0.1,-0.12,0.004
2017-12-15,0.92,0.68,0.03,0.32,-0.5,0.004
2017-12-18,0.67,0.81,0.26,0.18,0.16,0.004
2017-12-19,-0.3,-0.35,-0.26,0.15,0.38,0.004
2017-12-20,0.01,0.38,0.05,-0.18,0.27,0.004
2017-12-21,0.24,0.31,0.62,-0.71,0.31,0.004
2017-12-22,-0.07,-0.19,-0.2,-0.05,0.21,0.004
2017-12-26,-0.07,0.31,-0.06,-0.17,0.56,0.004
2017-12-27,0.05,-0.16,-0.19,0.06,-0.12,0.004
2017-12-28,0.22,0.1,0.03,-0.09,-0.2,0.004
2017-12-29,-0.57,-0.3,0.02,0.18,0.14,0.004
2018-01-02,0.85,0.33,-0.2,-0.36,0.23,0.005
2018-01-03,0.59,-0.47,-0.21,-0.66,-0.07,0.005
2018-01-04,0.42,-0.23,0.24,-0.03,0.31,0.005
2018-01-05,0.66,-0.36,-0.26,0.43,-0.37,0.005
2018-01-08,0.19,-0.2,0.07,-0.1,0.03,0.005
2018-01-09,0.15,-0.38,-0.03,-0.14,-0.07,0.005
2018-01-10,-0.07,0.13,0.57,-0.32,-0.01,0.005
2018-01-11,0.87,1.13,0.28,-0.11,0.48,0.005
2018-01-12,0.66,-0.32,0.17,-0.12,0.15,0.005
2018-01-16,-0.49,-1,-0.02,0.42,-0.33,0.005
2018-01-17,0.95,-0.06,-0.15,-0.09,-0.02,0.005
2018-01-18,-0.18,-0.44,-0.24,0.27,-0.29,0.005
2018-01-19,0.57,0.93,-0.08,0.09,0.13,0.005
2018-01-22,0.77,-0.36,-0.15,-0.51,0.18,0.005
2018-01-23,0.22,0.09,-0.33,-0.1,-0.25,0.005
2018-01-24,-0.13,-0.71,0.37,0.12,0.13,0.005
2018-01-25,0.07,0.12,-0.51,0.13,-0.19,0.005
2018-01-26,1.11,-0.63,-0.5,0.34,-0.18,0.005
2018-01-29,-0.62,-0.01,-0.26,0.24,-0.3,0.005
2018-01-30,-1.06,0.1,-0.18,0.36,-0.34,0.005
2018-01-31,-0.07,-0.65,0.07,0.18,-0.06,0.005
2018-02-01,0.03,0.13,0.49,-0.62,0.01,0.006
2018-02-02,-2.13,0.01,-0.27,0.72,-0.44,0.006
2018-02-05,-4.03,0.66,-0.56,0.18,-0.16,0.006
2018-02-06,1.67,-0.45,-0.21,0.21,-0.16,0.006
2018-02-07,-0.37,0.58,0.26,0.34,0.32,0.006
2018-02-08,-3.68,0.81,0.47,0.3,0.09,0.006
2018-02-09,1.36,-0.57,0.11,0.11,-0.47,0.006
2018-02-12,1.36,-0.43,-0.28,-0.2,-0.18,0.006
2018-02-13,0.31,0.1,-0.24,0.22,-0.02,0.006
2018-02-14,1.52,0.29,0.46,-0.62,-0.07,0.006
2018-02-15,1.21,-0.16,-0.65,0.28,-0.29,0.006
2018-02-16,0.03,0.35,0.12,-0.01,0.08,0.006
2018-02-20,-0.62,-0.29,-0.26,-0.25,-0.52,0.006
2018-02-21,-0.43,0.81,0.21,0.17,-0.28,0.006
2018-02-22,0.01,-0.06,-0.39,0.04,0.45,0.006
2018-02-23,1.54,-0.36,-0.15,-0.13,-0.1,0.006
2018-02-26,1.12,-0.47,-0.07,-0.17,-0.24,0.006
2018-02-27,-1.25,-0.19,0.01,-0.11,-0.06,0.006
2018-02-28,-1.1,-0.42,-0.32,0.27,-0.27,0.006
2018-03-01,-1.18,0.96,-0.02,-0.27,0.04,0.006
2018-03-02,0.7,1.1,-0.49,-0.39,-0.37,0.006
2018-03-05,1.06,-0.41,0.24,-0.46,0.07,0.006
2018-03-06,0.36,0.7,0.11,0.34,-0.02,0.006
2018-03-07,0.05,0.77,-0.46,-0.1,-0.44,0.006
2018-03-08,0.37,-0.58,-0.33,0,-0.19,0.006
2018-03-09,1.7,-0.19,0.29,-0.19,-0.03,0.006
2018-03-12,-0.09,0.43,-0.05,-0.38,-0.21,0.006
2018-03-13,-0.67,0.09,0,0.42,0.05,0.006
2018-03-14,-0.53,0.16,-0.54,-0.03,-0.42,0.006
2018-03-15,-0.18,-0.39,0.33,0.08,-0.13,0.006
2018-03-16,0.25,0.45,0.17,0.03,0.3,0.006
2018-03-19,-1.38,0.4,0.4,0.32,0.11,0.006
2018-03-20,0.15,-0.12,-0.39,-0.03,-0.11,0.006
2018-03-21,-0.06,0.7,0.46,-1.13,0.81,0.006
2018-03-22,-2.54,0.39,-0.46,0.17,0.04,0.006
2018-03-23,-2.09,0.09,-0.19,0.07,0.73,0.006
2018-03-26,2.67,-0.63,0.02,0.1,-0.61,0.006
2018-03-27,-1.87,-0.24,0.4,0.63,0.55,0.006
2018-03-28,-0.35,0.16,0.64,0.59,0.06,0.006
2018-03-29,1.41,-0.28,-0.22,-0.33,-0.19,0.006
2018-04-02,-2.29,-0.08,0.38,0.06,-0.09,0.007
2018-04-03,1.24,-0.03,0.18,0.25,0.14,0.007
2018-04-04,1.17,0.33,-0.32,0.18,-0.14,0.007
2018-04-05,0.75,0.06,0.48,0.18,0.24,0.007
2018-04-06,-2.19,0.38,-0.06,0.11,0.03,0.007
2018-04-09,0.3,-0.24,-0.49,-0.77,-0.3,0.007
2018-04-10,1.77,0.33,-0.12,-0.89,0.38,0.007
2018-04-11,-0.49,0.79,-0.3,-0.6,0.28,0.007
2018-04-12,0.84,-0.16,0.19,-0.2,0,0.007
2018-04-13,-0.37,-0.1,-0.24,-0.08,0.16,0.007
2018-04-16,0.82,0.14,-0.04,0.82,0.04,0.007
2018-04-17,1.09,0.03,-1.18,0.02,-0.46,0.007
2018-04-18,0.13,0.23,0.01,-0.3,0.41,0.007
2018-04-19,-0.49,-0.31,1.07,-0.51,0.09,0.007
2018-04-20,-0.81,0.1,0.61,-0.57,0.28,0.007
2018-04-23,-0.05,-0.08,0.19,0.24,0.06,0.007
2018-04-24,-1.3,0.63,0.97,-0.01,0.22,0.007
2018-04-25,0.1,-0.29,0.01,0.38,0.16,0.007
2018-04-26,0.96,-0.55,-0.85,-0.4,-0.48,0.007
2018-04-27,0.01,-0.28,0.07,0.49,0.09,0.007
2018-04-30,-0.8,-0.06,-0.08,-0.37,-0.03,0.007
2018-05-01,0.24,0.26,-0.53,-0.02,-0.95,0.006
2018-05-02,-0.63,1.25,-0.28,0.02,-0.02,0.006
2018-05-03,-0.25,-0.58,-0.18,0.06,-0.1,0.006
2018-05-04,1.3,-0.02,-0.22,-0.35,0.06,0.006
2018-05-07,0.42,0.39,-0.36,-0.44,-0.32,0.006
2018-05-08,0.07,0.5,0.28,-0.32,0.15,0.006
2018-05-09,0.89,-0.24,0.24,-0.9,-0.01,0.006
2018-05-10,0.84,-0.38,-0.04,0.2,-0.32,0.006
2018-05-11,0.19,0.11,-0.37,0.24,0.13,0.006
2018-05-14,0.05,-0.28,0.11,-0.15,0.51,0.006
2018-05-15,-0.55,0.7,0.4,-0.13,0.43,0.006
2018-05-16,0.5,0.67,-0.24,0.33,0.1,0.006
2018-05-17,0.02,0.86,0.25,-0.35,0.3,0.006
2018-05-18,-0.23,0.46,-0.59,0.1,-0.21,0.006
2018-05-21,0.72,-0.19,0.44,0.22,0.08,0.006
2018-05-22,-0.42,-0.65,0.6,-0.26,-0.39,0.006
2018-05-23,0.29,-0.05,-0.71,0.09,-0.37,0.006
2018-05-24,-0.16,0.33,-0.3,0.55,0.1,0.006
2018-05-25,-0.21,0.24,-0.38,0.63,-0.51,0.006
2018-05-29,-1.04,1.1,-1.02,0.12,-0.02,0.006
2018-05-30,1.31,0.03,0.34,-0.77,0.2,0.006
2018-05-31,-0.7,0.05,-0.4,-0.49,-0.15,0.006